Fiyat,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden
235.000 TL,02 Aralık 2025,Fiat,Marea,1.6 Liberty,2004.0,277.000 km,Düz,LPG & Benzin,Sedan,Şampanya,1596 cc,103 hp,Önden Çekiş,İkinci El,"8,1 lt",63 lt,Tamamı boyalı,Takasa Uygun,Galeriden
735.000 TL,03 Aralık 2025,Fiat,Egea,1.3 Multijet Easy,2023.0,88.000 km,Düz,Dizel,Sedan,Gri,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",50 lt,3 boyalı,Takasa Uygun Değil,Galeriden
387.000 TL,10 Aralık 2025,Opel,Astra,1.6 CD,1998.0,193.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil,1598 cc,100 hp,Önden Çekiş,İkinci El,"7,4 lt",52 lt,"1 değişen, 4 boyalı",,Sahibinden
1.220.000 TL,05 Aralık 2025,Renault,Clio,1.0 TCe Icon,2023.0,66.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,90 hp,Önden Çekiş,İkinci El,5 lt,42 lt,Tamamı orjinal,Takasa Uygun,Galeriden
515.000 TL,09 Aralık 2025,Volkswagen,Golf,1.4 TSi Midline,2007.0,296.800 km,Düz,Benzin,Hatchback/5,Kırmızı,1390 cc,140 hp,Önden Çekiş,İkinci El,"7,1 lt",55 lt,"2 değişen, 2 boyalı",Takasa Uygun,Sahibinden
530.000 TL,09 Aralık 2025,Renault,Clio,1.6 Dynamique,2006.0,198.000 km,Otomatik,LPG & Benzin,Hatchback/5,Füme,1598 cc,110 hp,Önden Çekiş,İkinci El,"7,5 lt",55 lt,"3 değişen, 2 boyalı",,Sahibinden
1.150.000 TL,09 Aralık 2025,Renault,Megane,1.5 dCi Touch,2016.0,263.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",47 lt,Tamamı orjinal,,Sahibinden
1.050.000 TL,01 Aralık 2025,Opel,Insignia,1.6 CDTI Cosmo,2016.0,158.000 km,Otomatik,Dizel,Sedan,Siyah,1598 cc,136 hp,Önden Çekiş,İkinci El,5 lt,70 lt,Belirtilmemiş,Takasa Uygun,Galeriden
355.000 TL,07 Aralık 2025,Peugeot,307,1.6 HDi Look,2005.0,350.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1560 cc,112 hp,Önden Çekiş,İkinci El,"4,9 lt",60 lt,"2 değişen, 5 boyalı",Takasa Uygun,Galeriden
870.000 TL,10 Aralık 2025,Volkswagen,Polo,1.6 TDi Trendline,2018.0,167.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,80 hp,Önden Çekiş,İkinci El,"3,8 lt",40 lt,Belirtilmemiş,,Sahibinden
360.000 TL,05 Aralık 2025,Opel,Corsa,1.3 CDTI Essentia,2006.0,280.000 km,Düz,Dizel,Hatchback/5,Gri,1201 - 1400 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
230.000 TL,10 Aralık 2025,Peugeot,406,2.0 SV,2005.0,331.000 km,Otomatik,Dizel,Sedan,Gri (Gümüş),1997 cc,137 hp,Önden Çekiş,İkinci El,"8,6 lt",70 lt,"2 değişen, 2 boyalı",,Sahibinden
909.000 TL,06 Aralık 2025,Fiat,Egea,1.3 Multijet Easy,2022.0,118.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",50 lt,Tamamı orjinal,-,Sahibinden
345.000 TL,10 Aralık 2025,Ford,Fiesta,1.4 TDCi Comfort,2004.0,231.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1399 cc,68 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
535.000 TL,09 Aralık 2025,Renault,Fluence,1.5 dCi Joy,2013.0,336.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,2 değişen,-,Sahibinden
1.025.000 TL,04 Aralık 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015.0,364.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,5 değişen,Takasa Uygun,Galeriden
2.700.000 TL,04 Aralık 2025,Cupra,Leon,1.5 eTSI,2025.0,7.500 km,Otomatik,Hibrit,Hatchback/5,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
150.000 TL,10 Aralık 2025,Tofaş,Kartal,SL,1992.0,90.000 km,Düz,LPG & Benzin,Station wagon,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,52 lt,2 boyalı,,Sahibinden
575.000 TL,09 Aralık 2025,Renault,Megane,1.5 dCi Dynamique,2011.0,201.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,105 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,6 boyalı,Takasa Uygun,Sahibinden
1.330.000 TL,10 Aralık 2025,Volkswagen,Golf,1.0 TSi Impression,2023.0,60.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
420.000 TL,10 Aralık 2025,Fiat,Linea,1.6 Multijet Active Plus,2010.0,246.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,5 lt,45 lt,5 boyalı,,Sahibinden
1.044.000 TL,02 Aralık 2025,Skoda,Octavia,1.6 TDI Style CR,2015.0,196.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",50 lt,"2 değişen, 9 boyalı",,Sahibinden
169.000 TL,08 Aralık 2025,Fiat,Tipo,1.6 S,1994.0,312.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1581 cc,75 hp,Önden Çekiş,İkinci El,,55 lt,2 boyalı,Takasa Uygun,Galeriden
1.189.000 TL,06 Aralık 2025,Skoda,Octavia,1.6 TDI Style,2019.0,180.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden
175.000 TL,10 Aralık 2025,Kia,Pride,1.3 DLX,2000.0,285.000 km,Düz,LPG & Benzin,Station wagon,Beyaz,1324 cc,64 hp,Önden Çekiş,İkinci El,"6,8 lt",37 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden
310.000 TL,05 Aralık 2025,Renault,Clio,1.6 RXT,2000.0,310.000 km,Düz,LPG & Benzin,Hatchback/5,Altın,1598 cc,90 hp,Önden Çekiş,İkinci El,"7,2 lt",50 lt,1 değişen,Takasa Uygun,Sahibinden
340.000 TL,10 Aralık 2025,Peugeot,107,1.0 Trendy,2009.0,241.000 km,Düz,Benzin,Hatchback/5,Siyah,998 cc,69 hp,Önden Çekiş,İkinci El,"4,6 lt",35 lt,"2 değişen, 3 boyalı",,Sahibinden
635.000 TL,07 Aralık 2025,Hyundai,Accent Era,1.4 Team,2010.0,135.000 km,Düz,Benzin,Sedan,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun,Galeriden
810.000 TL,03 Aralık 2025,Mazda,3,1.6 Impressive,2011.0,129.000 km,Otomatik,Benzin,Sedan,Füme,1598 cc,105 hp,Önden Çekiş,İkinci El,"7,3 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden
1.070.000 TL,10 Aralık 2025,Opel,Astra,1.4 T Edition Plus,2019.0,42.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1364 cc,140 hp,Önden Çekiş,İkinci El,"6,2 lt",56 lt,Belirtilmemiş,,Sahibinden
1.450.000 TL,10 Aralık 2025,Honda,Civic,1.6 i-VTEC ECO Elegance,2016.0,95.000 km,Yarı Otomatik,LPG & Benzin,Sedan,Siyah,1597 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",47 lt,Tamamı orjinal,,Sahibinden
475.000.000 TL,10 Aralık 2025,Ford,C-Max,1.6 TDCi Ghia,2006.0,295.000 km,Otomatik,Dizel,MPV,Gri,1560 cc,110 hp,Önden Çekiş,İkinci El,"5,7 lt",55 lt,"1 değişen, 8 boyalı",,Sahibinden
3.675.000 TL,30 Kasım 2025,BMW,5 Serisi,520i 50th Year M Edition,2022.0,78.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden
1.000.000 TL,10 Aralık 2025,Ford,Focus,1.6 Ti-VCT Style,2016.0,140.400 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1596 cc,125 hp,Önden Çekiş,İkinci El,"6,3 lt",55 lt,Tamamı orjinal,,Sahibinden
465.000 TL,09 Aralık 2025,Peugeot,307,1.6 Comfort,2006.0,220.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri,1587 cc,110 hp,Önden Çekiş,İkinci El,"7,9 lt",60 lt,Tamamı orjinal,,Sahibinden
620.000 TL,10 Aralık 2025,Renault,Clio,1.5 dCi Joy,2015.0,230.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,Belirtilmemiş,,Sahibinden
150.000 TL,10 Aralık 2025,Tofaş,Şahin,S,1992.0,192.000 km,Düz,Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,İkinci El,"6,8 lt",52 lt,Belirtilmemiş,,Sahibinden
680.000 TL,09 Aralık 2025,Opel,Astra,1.6 Sport,2010.0,190.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,3 lt",56 lt,Tamamı orjinal,Takasa Uygun,Sahibinden
545.000 TL,05 Aralık 2025,Fiat,Linea,1.4 Fire Actual,2013.0,142.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,77 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1.070.000 TL,09 Aralık 2025,Renault,Clio,1.0 TCe Joy,2022.0,65.000 km,Otomatik,Benzin,Hatchback/5,Mavi (metalik),999 cc,90 hp,Önden Çekiş,İkinci El,5 lt,42 lt,Tamamı orjinal,Takasa Uygun,Galeriden
220.000 TL,09 Aralık 2025,Renault,R 12,Toros,1996.0,200.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1397 cc,72 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden
1.865.000 TL,01 Aralık 2025,Ford,Focus,1.5 TDCi Titanium X,2024.0,29.650 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden
780.000 TL,04 Aralık 2025,Fiat,Egea,1.3 Multijet Easy,2020.0,189.000 km,Düz,Dizel,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden
1.465.000 TL,08 Aralık 2025,Renault,Megane,1.3 TCe Touch,2024.0,46.600 km,Yarı Otomatik,Benzin,Sedan,Gri,1332 cc,140 hp,Önden Çekiş,İkinci El,"5,3 lt",50 lt,3 boyalı,Takasa Uygun,Galeriden
263.000 TL,07 Aralık 2025,Kia,Rio,1.3 Trend,2005.0,250.000 km,Düz,Benzin,Sedan,Gri,1343 cc,82 hp,Önden Çekiş,İkinci El,"6,7 lt",45 lt,11 boyalı,Takasa Uygun,Galeriden
410.000 TL,10 Aralık 2025,Ford,Focus,1.6 Trend,2006.0,370.000 km,Düz,LPG & Benzin,Hatchback/3,Beyaz,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,7 lt",55 lt,9 boyalı,Takasa Uygun Değil,Sahibinden
515.000 TL,02 Aralık 2025,Volkswagen,Polo,1.4 Comfortline,2008.0,211.000 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1390 cc,80 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden
1.085.000 TL,07 Aralık 2025,Nissan,Micra,1.0 IG-T Visia,2021.0,22.000 km,Otomatik,Benzin,Hatchback/5,Mavi (metalik),999 cc,92 hp,Önden Çekiş,İkinci El,"4,6 lt",41 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden
989.000 TL,09 Aralık 2025,Skoda,Rapid,1.0 TSI GreenTec Dynamic,2017.0,116.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,95 hp,Önden Çekiş,İkinci El,"4,6 lt",55 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden
2.495.000 TL,08 Aralık 2025,BMW,5 Serisi,520i Prestige,2017.0,125.000 km,Otomatik,Benzin,Sedan,Siyah,1597 cc,170 hp,Arkadan İtiş,İkinci El,"6,5 lt",68 lt,3 boyalı,Takasa Uygun,Galeriden
580.000 TL,09 Aralık 2025,Opel,Astra,1.3 CDTI Cosmo,2012.0,318.000 km,Düz,Dizel,Sedan,Siyah,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",56 lt,3 boyalı,Takasa Uygun,Sahibinden
435.000 TL,27 Ekim 2025,Opel,Corsa,1.3 CDTI Essentia,2008.0,210.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1248 cc,75 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
490.000 TL,09 Aralık 2025,Renault,Symbol,1.5 dCi Joy,2013.0,246.000 km,Düz,Dizel,Sedan,Şampanya,1401 - 1600 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden
1.139.000 TL,06 Aralık 2025,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2015.0,280.000 km,Düz,Benzin,Sedan,Beyaz,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,5 boyalı,Takasa Uygun,Galeriden
860.000 TL,03 Aralık 2025,Opel,Astra,1.4 T Sport,2015.0,164.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1364 cc,140 hp,Önden Çekiş,İkinci El,"6,8 lt",56 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
2.445.000 TL,02 Aralık 2025,Volkswagen,Passat,1.6 TDi BlueMotion Elegance,2020.0,105.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,Tamamı orjinal,Takasa Uygun,Galeriden
810.000 TL,10 Aralık 2025,Opel,Astra,1.6 Edition Plus,2016.0,188.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",56 lt,Belirtilmemiş,,Sahibinden
485.000 TL,03 Aralık 2025,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012.0,258.000 km,Düz,Dizel,Sedan,Siyah,1582 cc,128 hp,Önden Çekiş,İkinci El,"4,4 lt",43 lt,"2 değişen, 7 boyalı",Takasa Uygun,Galeriden
1.120.000 TL,04 Aralık 2025,Skoda,SuperB,1.6 TDI Elegance,2013.0,220.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden
1.745.000 TL,10 Aralık 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2019.0,154.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,1 boyalı,Takasa Uygun,Sahibinden
725.000 TL,27 Kasım 2025,Volkswagen,Passat,1.4 TSi Comfortline,2009.0,330.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1390 cc,122 hp,Önden Çekiş,İkinci El,"6,6 lt",70 lt,Belirtilmemiş,Takasa Uygun,Galeriden
1.259.000 TL,30 Kasım 2025,Renault,Megane,1.5 dCi Icon,2017.0,130.500 km,Yarı Otomatik,Dizel,Hatchback/5,Kahverengi,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden
989.000 TL,04 Aralık 2025,Ford,Focus,1.6 Ti-VCT Trend X,2014.0,110.000 km,Otomatik,Benzin,Hatchback/5,Şampanya,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden
150.000 TL,09 Aralık 2025,Fiat,Uno,70 SX,1995.0,300.000 km,Düz,Benzin,Hatchback/5,Bej,1372 cc,71 hp,Önden Çekiş,İkinci El,,42 lt,Belirtilmemiş,,Sahibinden
830.000 TL,05 Aralık 2025,Toyota,Auris,1.33 Life,2017.0,157.600 km,Düz,Benzin,Hatchback/5,Beyaz,1329 cc,99 hp,Önden Çekiş,İkinci El,"5,8 lt",50 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden
150.000 TL,09 Aralık 2025,Fiat,Tipo,1.4 S,1996.0,270.000 km,Düz,LPG & Benzin,Hatchback/3,Mavi,1372 cc,70 hp,Önden Çekiş,İkinci El,,55 lt,"1 değişen, 2 boyalı",,Sahibinden
400.000 TL,10 Aralık 2025,Hyundai,Accent,1.3 Admire,2005.0,295.000 km,Düz,Benzin,Sedan,Beyaz,1341 cc,86 hp,Önden Çekiş,İkinci El,"6,7 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
777.000 TL,02 Aralık 2025,Peugeot,301,1.6 BlueHDI Active,2018.0,134.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,102 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden
310.000 TL,09 Aralık 2025,Renault,Clio,1.5 dCi Authentique,2004.0,282.200 km,Düz,Dizel,Sedan,Gri,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,7 lt",50 lt,Belirtilmemiş,,Sahibinden
450.000 TL,09 Aralık 2025,Hyundai,Accent Era,1.4 Team,2007.0,250.000 km,Düz,LPG & Benzin,Sedan,Siyah,1399 cc,97 hp,Önden Çekiş,İkinci El,"6,5 lt",45 lt,"1 değişen, 1 boyalı",,Sahibinden
1.130.000 TL,07 Aralık 2025,Citroen,C3,1.2 PureTech Feel Bold,2024.0,14.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1199 cc,112 hp,Önden Çekiş,İkinci El,"4,8 lt",47 lt,1 boyalı,Takasa Uygun,Galeriden
545.000 TL,03 Aralık 2025,Citroen,C5,1.6 HDi SX,2011.0,309.000 km,Düz,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden
985.000 TL,05 Aralık 2025,Volvo,S60,1.6 D Advance,2013.0,224.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,3 lt",67 lt,2 değişen,Takasa Uygun Değil,Galeriden
899.999 TL,30 Kasım 2025,Seat,Ibiza,1.4 TSI Sport Coupe Cupra,2013.0,175.000 km,Otomatik,Benzin,Coupe,Kırmızı,1201 - 1400 cm3,176 - 200 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden
1.700.000 TL,08 Aralık 2025,Audi,A3,A3 Sportback 30 TFSI Dynamic,2019.0,25.000 km,Otomatik,Benzin,Hatchback/5,Mavi,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
840.000 TL,03 Aralık 2025,BMW,1 Serisi,116d ED EfficientDynamics,2013.0,239.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,116 hp,Arkadan İtiş,İkinci El,"3,8 lt",52 lt,Tamamı orjinal,Takasa Uygun,Galeriden
495.000 TL,29 Kasım 2025,Ford,Focus,1.6 TDCi Trend,2010.0,289.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,110 hp,Önden Çekiş,İkinci El,"4,5 lt",55 lt,8 boyalı,Takasa Uygun,Galeriden
270.000 TL,10 Aralık 2025,Volkswagen,Golf,1.6 Comfortline,2000.0,340.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1595 cc,105 hp,Önden Çekiş,İkinci El,"6,8 lt",55 lt,"2 değişen, 11 boyalı",Takasa Uygun Değil,Sahibinden
525.000 TL,09 Aralık 2025,Opel,Astra,1.6 Essentia,2012.0,179.000 km,Düz,Benzin,Hatchback/5,Gri (Gümüş),1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",52 lt,"1 değişen, 8 boyalı",Takasa Uygun Değil,Sahibinden
255.000 TL,10 Aralık 2025,Mitsubishi,Colt,1.5 DI-D Inform,2006.0,367.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1493 cc,95 hp,Önden Çekiş,İkinci El,"4,6 lt",47 lt,"4 değişen, 5 boyalı",Takasa Uygun,Sahibinden
1.295.000 TL,08 Aralık 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2017.0,171.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,3 boyalı,Takasa Uygun,Galeriden
1.130.000 TL,10 Aralık 2025,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2015.0,195.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
1.065.000 TL,09 Aralık 2025,Renault,Megane,1.5 dCi Touch,2018.0,256.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",49 lt,1 boyalı,,Sahibinden
1.450.000 TL,07 Aralık 2025,Seat,Leon,1.5 EcoTSI Xcellence,2020.0,80.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden
855.000 TL,09 Aralık 2025,Renault,Clio,1.0 SCe Equilibre,2023.0,42.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,65 hp,Önden Çekiş,İkinci El,"5,8 lt",42 lt,Tamamı orjinal,Takasa Uygun,Galeriden
175.000 TL,10 Aralık 2025,Fiat,Uno,1.4 ie SX,1996.0,215.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1372 cc,71 hp,Önden Çekiş,İkinci El,,42 lt,Belirtilmemiş,,Sahibinden
720.000 TL,27 Ekim 2025,Renault,Clio,1.5 dCi Joy,2018.0,169.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,"2 değişen, 1 boyalı",,Sahibinden
1.265.000 TL,07 Aralık 2025,Toyota,Corolla,1.6 Advance,2015.0,113.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
1.225.000 TL,03 Aralık 2025,Toyota,Corolla,1.6 Advance,2015.0,98.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
1.820.000 TL,09 Aralık 2025,Skoda,SuperB,1.5 TSI Elite,2022.0,34.700 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,4 lt",66 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
1.895.000 TL,09 Aralık 2025,Hyundai,Ioniq,6,2024.0,13.995 km,Otomatik,Elektrik,Sedan,Mavi (metalik),,151 hp,Arkadan İtiş,İkinci El,,,Tamamı orjinal,,Sahibinden
839.000 TL,10 Aralık 2025,Volkswagen,Jetta,1.6 TDi Comfortline,2012.0,224.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,4 boyalı,,Sahibinden
1.155.000 TL,07 Aralık 2025,Audi,A3,A3 Sedan 1.6 TDI Ambition,2015.0,211.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
615.000 TL,30 Kasım 2025,Hyundai,Getz,1.3 GLS,2005.0,80.000 km,Otomatik,Benzin,Hatchback/5,Mavi,1341 cc,82 hp,Önden Çekiş,İkinci El,"7,6 lt",45 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden
1.325.000 TL,07 Aralık 2025,Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2014.0,179.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1461 cc,109 hp,Önden Çekiş,İkinci El,"4,4 lt",50 lt,3 boyalı,Takasa Uygun,Galeriden
1.165.000 TL,08 Aralık 2025,Volkswagen,Polo,1.2 TSi Comfortline,2017.0,76.168 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,90 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
340.000 TL,09 Aralık 2025,Tofaş,Doğan,S,1997.0,140.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden
599.999 TL,04 Aralık 2025,Volkswagen,Polo,1.2 TDi BlueMotion,2013.0,185.000 km,Düz,Dizel,Hatchback/5,Beyaz,1199 cc,75 hp,Önden Çekiş,İkinci El,"3,4 lt",45 lt,2 değişen,Takasa Uygun,Galeriden
310.000 TL,10 Aralık 2025,Ford,Fiesta,1.4 TDCi Trend,2009.0,285.000 km,Düz,Dizel,Hatchback/5,Yeşil,1399 cc,70 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,Tamamı boyalı,Takasa Uygun,Sahibinden
1.350.000 TL,09 Aralık 2025,Audi,A5,A5 Sportback 2.0 TDI,2013.0,300.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1968 cc,177 hp,Önden Çekiş,İkinci El,"4,8 lt",65 lt,1 boyalı,Takasa Uygun,Sahibinden
250.000 TL,10 Aralık 2025,Honda,Civic,1.5 EX,1994.0,377.000 km,Otomatik,LPG & Benzin,Hatchback/3,Kırmızı,,,,İkinci El,,,Belirtilmemiş,,Sahibinden
1.025.000 TL,30 Kasım 2025,Renault,Megane,1.5 dCi Touch,2016.0,195.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",47 lt,4 boyalı,Takasa Uygun Değil,Galeriden
