Fiyat,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden
1.350.000 TL,29 Kasım 2025,Mercedes - Benz,E,200 Kompressor Avantgarde,2007.0,262.000 km,Otomatik,LPG & Benzin,Sedan,Gri,1601 - 1800 cm3,176 - 200 HP,Arkadan İtiş,İkinci El,,,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden
1.845.000 TL,29 Kasım 2025,Mercedes - Benz,E,180 Elite,2013.0,146.000 km,Otomatik,Benzin,Sedan,Siyah,1595 cc,156 hp,Arkadan İtiş,İkinci El,"6,6 lt",59 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden
747.000 TL,28 Kasım 2025,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015.0,185.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,5 boyalı,Takasa Uygun,Galeriden
555.555 TL,04 Aralık 2025,Tofaş,Murat,124,1976.0,99.000 km,Düz,Benzin,Sedan,Turuncu,1239 cc,65 hp,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden
175.000 TL,10 Aralık 2025,Skoda,Favorit,135 LX,1993.0,216.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1289 cc,54 hp,Önden Çekiş,İkinci El,,47 lt,Tamamı orjinal,,Sahibinden
1.840.000 TL,04 Aralık 2025,Peugeot,508,1.5 BlueHDI GT Selection,2021.0,95.000 km,Otomatik,Dizel,Sedan,Kırmızı,1499 cc,130 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
1.549.000 TL,10 Aralık 2025,BMW,3 Serisi,320i ED 40th Year Edition,2016.0,196.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,170 hp,Arkadan İtiş,İkinci El,"5,3 lt",60 lt,"1 değişen, 2 boyalı",Takasa Uygun,Sahibinden
945.000 TL,06 Aralık 2025,Hyundai,i20,1.4 MPI Jump,2022.0,104.000 km,Düz,Benzin,Hatchback/5,Füme,1368 cc,100 hp,Önden Çekiş,İkinci El,"5,7 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden
465.000 TL,05 Aralık 2025,Fiat,Linea,1.3 Multijet Active Plus,2013.0,299.000 km,Düz,Dizel,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden
1.200.000 TL,09 Aralık 2025,Volkswagen,Passat,1.4 TSi BlueMotion Highline,2011.0,205.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1390 cc,122 hp,Önden Çekiş,İkinci El,6 lt,70 lt,4 boyalı,,Sahibinden
2.335.000 TL,04 Aralık 2025,Audi,A4,A4 Sedan 1.4 TFSI Dynamic,2018.0,70.000 km,Yarı Otomatik,Benzin,Sedan,Lacivert,1395 cc,150 hp,Önden Çekiş,İkinci El,"5,2 lt",54 lt,Tamamı orjinal,Takasa Uygun,Galeriden
650.000 TL,09 Aralık 2025,Opel,Insignia,2.0 CDTI Edition Elegance,2013.0,304.000 km,Otomatik,Dizel,Sedan,Beyaz,1956 cc,130 hp,Önden Çekiş,İkinci El,"5,3 lt",70 lt,5 boyalı,,Sahibinden
450.000 TL,10 Aralık 2025,Opel,Corsa,1.3 CDTI Enjoy 111,2010.0,170.000 km,Düz,Dizel,Hatchback/5,Gri,1248 cc,75 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden
1.100.000 TL,01 Aralık 2025,Renault,Megane,1.3 TCe Joy,2020.0,175.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1332 cc,140 hp,Önden Çekiş,İkinci El,"5,7 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden
1.050.000 TL,02 Aralık 2025,Hyundai,i20,1.4 MPI Jump,2022.0,93.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,1 lt",40 lt,4 boyalı,Takasa Uygun,Galeriden
1.050.000 TL,07 Aralık 2025,Volkswagen,Polo,1.2 TSi Comfortline,2014.0,98.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,90 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden
635.000 TL,04 Aralık 2025,Opel,Astra,1.3 CDTI Essentia Konfor,2011.0,200.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (metalik),1248 cc,90 hp,Önden Çekiş,İkinci El,5 lt,52 lt,4 boyalı,Takasa Uygun,Sahibinden
560.000 TL,09 Aralık 2025,Chevrolet,Cruze,1.6 LS,2011.0,184.400 km,Düz,LPG & Benzin,Sedan,Kahverengi,1598 cc,124 hp,Önden Çekiş,İkinci El,"6,5 lt",60 lt,"1 değişen, 2 boyalı",Takasa Uygun,Sahibinden
1.349.000 TL,29 Kasım 2025,Honda,Civic,1.6 i-VTEC Eco Executive,2019.0,209.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
239.000 TL,09 Aralık 2025,Fiat,Tempra,1.6 SX A,1993.0,120.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,90 hp,Önden Çekiş,İkinci El,,65 lt,Tamamı boyalı,,Sahibinden
350.000 TL,09 Aralık 2025,Renault,Megane,1.4 Authentique,2004.0,313.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390 cc,80 hp,Önden Çekiş,İkinci El,"6,8 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
1.825.000 TL,10 Aralık 2025,Mercedes - Benz,C,C 200 D AMG,2016.0,215.000 km,Otomatik,Dizel,Sedan,Gri (titanyum),1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,2 boyalı,Takasa Uygun,Sahibinden
1.374.500 TL,02 Aralık 2025,Hyundai,i20,1.0 T-GDI Style,2024.0,15.000 km,Otomatik,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
500.000 TL,21 Ekim 2025,Renault,Fluence,1.5 dCi Extreme,2011.0,288.000 km,Düz,Dizel,Sedan,Gri (metalik),1461 cc,85 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
1.879.000 TL,03 Aralık 2025,Hyundai,Ioniq,6,2024.0,22.550 km,Otomatik,Elektrik,Sedan,Siyah,,151 hp,Arkadan İtiş,İkinci El,,,Belirtilmemiş,,Galeriden
727.750 TL,04 Aralık 2025,Renault,Clio,0.9 TCe Sport Tourer Joy,2020.0,151.000 km,Düz,Benzin,Station wagon,Beyaz,898 cc,90 hp,Önden Çekiş,İkinci El,"5,1 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1.015.000 TL,30 Kasım 2025,Toyota,Yaris,1.33 Style Skypack,2016.0,115.200 km,Otomatik,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,6 boyalı,Takasa Uygun Değil,Galeriden
420.000 TL,10 Aralık 2025,Renault,Megane,1.4 Authentique,2005.0,218.000 km,Düz,LPG & Benzin,Hatchback/3,Kırmızı,1390 cc,98 hp,Önden Çekiş,İkinci El,"6,7 lt",60 lt,"1 değişen, 5 boyalı",,Sahibinden
400.000 TL,10 Aralık 2025,Renault,Clio,1.4 RTA,2002.0,260.000 km,Düz,Benzin,Hatchback/5,Mavi (metalik),1390 cc,75 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,11 boyalı,,Sahibinden
1.195.000 TL,05 Aralık 2025,Audi,A4,A4 Sedan 2.0 TDI,2013.0,232.000 km,Otomatik,Dizel,Sedan,Beyaz,1801 - 2000 cm3,176 - 200 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden
999.999 TL,01 Aralık 2025,Toyota,Corolla,1.4 D-4D Advance,2014.0,122.000 km,Düz,Dizel,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun,Galeriden
135.000 TL,10 Aralık 2025,Ford,Escort,1.6 CLX,1995.0,250.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil (metalik),1597 cc,90 hp,Önden Çekiş,İkinci El,,55 lt,4 boyalı,,Sahibinden
875.000 TL,09 Aralık 2025,Audi,A6,A6 Sedan 2.0 TDI,2010.0,291.000 km,Yarı Otomatik,Dizel,Station wagon,Gri,1968 cc,170 hp,Önden Çekiş,İkinci El,"6,2 lt",70 lt,"1 değişen, 4 boyalı",-,Sahibinden
675.000 TL,30 Kasım 2025,Hyundai,i20,1.4 CRDi Elite,2016.0,138.000 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,5 boyalı,Takasa Uygun,Galeriden
365.000 TL,10 Aralık 2025,Hyundai,Getz,1.3 GL Cool,2005.0,233.100 km,Düz,Benzin,Hatchback/5,Mavi (metalik),1341 cc,82 hp,Önden Çekiş,İkinci El,"6,2 lt",45 lt,3 boyalı,,Sahibinden
750.000 TL,05 Aralık 2025,Renault,Megane,1.5 dCi Dynamique,2011.0,298.273 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
515.000 TL,10 Aralık 2025,Peugeot,301,1.6 HDi Active,2012.0,205.000 km,Düz,Dizel,Sedan,Gri,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,4 boyalı,Takasa Uygun,Sahibinden
770.000 TL,09 Aralık 2025,Hyundai,i20,1.4 CRDi Jump,2016.0,175.500 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,5 boyalı,Takasa Uygun Değil,Sahibinden
365.000 TL,04 Aralık 2025,Fiat,Albea,1.2 Dynamic,2005.0,232.000 km,Düz,LPG & Benzin,Sedan,Gri,1242 cc,80 hp,Önden Çekiş,İkinci El,7 lt,47 lt,5 boyalı,Takasa Uygun Değil,Galeriden
1.799.500 TL,04 Aralık 2025,BMW,5 Serisi,520i Premium,2014.0,185.000 km,Otomatik,Benzin,Sedan,Gri,1592 cc,170 hp,Arkadan İtiş,İkinci El,"6,7 lt",70 lt,1 değişen,Takasa Uygun,Galeriden
740.000 TL,03 Aralık 2025,Volkswagen,Jetta,1.4 TSi Comfortline,2008.0,155.000 km,Otomatik,Benzin,Sedan,Siyah,1201 - 1400 cm3,151 - 175 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden
1.660.000 TL,08 Aralık 2025,Volkswagen,Golf,1.4 TSi Highline,2017.0,116.373 km,Yarı Otomatik,Benzin,Hatchback/5,Sarı,1395 cc,125 hp,Önden Çekiş,İkinci El,"5,3 lt",50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden
699.999 TL,08 Aralık 2025,Renault,Clio,1.5 dCi Icon,2012.0,180.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden
1.730.000 TL,02 Aralık 2025,Audi,A3,A3 Sportback 30 TFSI Dynamic,2019.0,48.100 km,Otomatik,Benzin,Hatchback/5,Siyah,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
425.000 TL,23 Kasım 2025,Fiat,Linea,1.3 Multijet Active Plus,2012.0,220.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1248 cc,95 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Belirtilmemiş,,Sahibinden
505.000 TL,09 Aralık 2025,Opel,Astra,1.6 Edition,2012.0,214.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,6 lt",56 lt,7 boyalı,,Sahibinden
250.000 TL,10 Aralık 2025,Peugeot,306,1.6 Platinum,2001.0,345.000 km,Düz,LPG & Benzin,Station wagon,Gri,1587 cc,90 hp,Önden Çekiş,İkinci El,"7,3 lt",60 lt,8 boyalı,,Sahibinden
1.309.000 TL,05 Aralık 2025,Toyota,Corolla,1.5 Dream,2023.0,125.000 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden
867.500 TL,08 Aralık 2025,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,2016.0,147.000 km,Otomatik,Benzin,Sedan,Beyaz,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,4 lt",43 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden
1.940.000 TL,08 Aralık 2025,Mercedes - Benz,E,180 Elite,2016.0,175.000 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,Arkadan İtiş,İkinci El,"6,6 lt",59 lt,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden
1.394.999 TL,08 Aralık 2025,Renault,Clio,1.0 TCe Techno Esprit Alpine,2024.0,10.000 km,Otomatik,Benzin,Hatchback/5,Mavi,999 cc,90 hp,Önden Çekiş,İkinci El,6 lt,42 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
1.260.000 TL,02 Aralık 2025,Renault,Megane,1.5 Blue DCI Joy,2021.0,99.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden
320.000 TL,10 Aralık 2025,Ford,Fiesta,1.4 TDCi Comfort,2004.0,263.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1399 cc,68 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
415.000 TL,10 Aralık 2025,Renault,Clio,1.4 Alize,2005.0,170.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390 cc,75 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,1 boyalı,Takasa Uygun Değil,Sahibinden
500.000 TL,02 Aralık 2025,Renault,Symbol,1.5 dCi Authentique,2011.0,167.000 km,Düz,Dizel,Sedan,Gri,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1.270.000 TL,29 Kasım 2025,Renault,Clio,1.0 TCe Evolution,2024.0,58.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
568.000 TL,01 Aralık 2025,Hyundai,i20,1.4 CRDi Sense,2013.0,218.000 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden
2.200.000 TL,10 Aralık 2025,Honda,Civic,1.5 i-VTEC Eco Executive Plus,2022.0,27.900 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1498 cc,129 hp,Önden Çekiş,İkinci El,"6,5 lt",47 lt,Tamamı orjinal,,Sahibinden
985.000 TL,05 Aralık 2025,Renault,Clio,1.0 TCe Touch,2021.0,138.000 km,Otomatik,Benzin,Hatchback/5,Mavi,999 cc,100 hp,Önden Çekiş,İkinci El,5 lt,42 lt,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden
1.430.000 TL,09 Aralık 2025,Dacia,Jogger,1.0 Eco-G Extreme,2024.0,17.000 km,Düz,LPG & Benzin,MPV,Kahverengi,999 cc,100 hp,Önden Çekiş,İkinci El,"6,1 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
365.000 TL,10 Aralık 2025,Peugeot,207,1.4 HDi Trendy,2007.0,270.000 km,Düz,Dizel,Hatchback/5,Gri (titanyum),1398 cc,71 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,Belirtilmemiş,,Sahibinden
449.000 TL,01 Aralık 2025,Chevrolet,Aveo,1.2 LS,2010.0,131.000 km,Düz,LPG & Benzin,Sedan,Gri,1206 cc,84 hp,Önden Çekiş,İkinci El,"5,5 lt",45 lt,1 boyalı,Takasa Uygun Değil,Galeriden
370.000 TL,09 Aralık 2025,Renault,Clio,1.4,2001.0,345.000 km,Düz,Benzin,Sedan,Lacivert,1390 cc,98 hp,Önden Çekiş,İkinci El,7 lt,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
290.000 TL,09 Aralık 2025,Opel,Corsa,1.4 GLS,2000.0,190.400 km,Düz,Benzin,Hatchback/5,Kırmızı,1389 cc,90 hp,Önden Çekiş,İkinci El,"7,4 lt",42 lt,Belirtilmemiş,,Sahibinden
668.000 TL,29 Kasım 2025,Citroen,C-Elysee,1.6 HDi Live,2017.0,190.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",48 lt,3 boyalı,Takasa Uygun,Galeriden
725.000 TL,09 Aralık 2025,Opel,Astra,1.3 CDTI Edition,2012.0,179.100 km,Düz,Dizel,Hatchback/5,Siyah,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,2 lt",56 lt,Belirtilmemiş,-,Sahibinden
970.000 TL,02 Aralık 2025,Renault,Clio,1.0 TCe Touch,2021.0,99.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden
1.850.000 TL,09 Aralık 2025,Volkswagen,Golf,1.0 eTSI Life,2023.0,23.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Beyaz,999 cc,110 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
345.000 TL,10 Aralık 2025,Mercedes - Benz,E,200 d E 200 d,1987.0,235.000 km,Düz,Dizel,Sedan,Gri (metalik),,,,İkinci El,,,Tamamı boyalı,,Sahibinden
585.000 TL,07 Aralık 2025,Hyundai,i20,1.4 CRDi Jump,2014.0,110.000 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden
780.000 TL,03 Aralık 2025,Renault,Megane,1.5 dCi Dynamique,2012.0,197.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden
200.000 TL,10 Aralık 2025,Lada,VAZ,2107,1990.0,300.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1452 cc,75 hp,Arkadan İtiş,İkinci El,,40 lt,Belirtilmemiş,,Sahibinden
1.740.000 TL,06 Aralık 2025,Volkswagen,Golf,1.0 eTSI Style,2022.0,69.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Mavi,999 cc,110 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1.100.000 TL,09 Aralık 2025,Fiat,Egea,1.6 E-Torq Easy,2019.0,22.700 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,2 değişen,Takasa Uygun Değil,Sahibinden
4.050.000 TL,08 Aralık 2025,Volvo,S90,2.0 D B5 Plus Bright,2023.0,115.000 km,Otomatik,Dizel,Sedan,Siyah,1969 cc,235 hp,4WD (Sürekli),İkinci El,"5,4 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
415.000 TL,09 Aralık 2025,Kia,Ceed,1.6 CRDi Cool,2009.0,267.000 km,Düz,Dizel,Hatchback/5,Siyah,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"3 değişen, 6 boyalı",Takasa Uygun,Galeriden
1.320.000 TL,09 Aralık 2025,Renault,Megane,1.3 TCe Joy,2022.0,90.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1332 cc,140 hp,Önden Çekiş,İkinci El,"5,3 lt",50 lt,Belirtilmemiş,,Sahibinden
250.000 TL,10 Aralık 2025,Peugeot,206,1.4 Comfort,2009.0,360.000 km,Düz,LPG & Benzin,Sedan,Siyah,1360 cc,76 hp,Önden Çekiş,İkinci El,"6,5 lt",50 lt,2 değişen,,Sahibinden
125.000 TL,09 Aralık 2025,Renault,R 19,1.6 Europa RT,1996.0,260.000 km,Düz,LPG & Benzin,Hatchback/5,Bordo,1598 cc,90 hp,Önden Çekiş,İkinci El,,55 lt,Belirtilmemiş,,Sahibinden
1.449.000 TL,05 Aralık 2025,Honda,Civic,1.6 i-VTEC Elegance,2018.0,129.000 km,Otomatik,LPG & Benzin,Sedan,Füme,1597 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",47 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
765.000 TL,02 Aralık 2025,Ford,C-Max,1.6 TDCi Titanium Grand,2013.0,216.000 km,Düz,Dizel,MPV,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 6 boyalı",Takasa Uygun,Galeriden
1.355.000 TL,10 Aralık 2025,Honda,City,1.5 i-VTEC Executive,2023.0,9.500 km,Otomatik,Benzin,Sedan,Beyaz,1498 cc,121 hp,Önden Çekiş,İkinci El,"6,2 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
715.000 TL,08 Aralık 2025,Volkswagen,Polo,1.4 Comfortline,2012.0,175.000 km,Düz,Benzin,Hatchback/5,Siyah,1390 cc,85 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,5 boyalı,Takasa Uygun,Galeriden
575.000 TL,09 Aralık 2025,Ford,Focus,1.6 TDCi Trend,2006.0,134.000 km,Otomatik,Dizel,Hatchback/5,Lacivert,1560 cc,110 hp,Önden Çekiş,İkinci El,"5,5 lt",55 lt,2 boyalı,,Sahibinden
585.000 TL,09 Aralık 2025,Renault,Symbol,1.5 dCi Joy,2015.0,198.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,5 boyalı,Takasa Uygun,Galeriden
145.000 TL,10 Aralık 2025,Renault,R 9,1.4 Broadway GTE,1992.0,330.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390 cc,83 hp,Önden Çekiş,İkinci El,,47 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
295.000 TL,10 Aralık 2025,Seat,Ibiza,1.4 Signo,2005.0,340.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1390 cc,100 hp,Önden Çekiş,İkinci El,"6,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
575.000 TL,05 Aralık 2025,Hyundai,Accent Era,1.5 CRDi Mode,2011.0,210.000 km,Düz,Dizel,Sedan,Gri (metalik),1493 cc,110 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden
995.000 TL,09 Aralık 2025,Renault,Megane,1.5 dCi Touch,2017.0,193.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",49 lt,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden
600.000 TL,03 Aralık 2025,Hyundai,i30,1.6 DOHC CW Mode,2010.0,180.000 km,Düz,LPG & Benzin,Station wagon,Gri,1591 cc,126 hp,Önden Çekiş,İkinci El,"6,2 lt",53 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden
295.000 TL,10 Aralık 2025,Renault,Clio,1.5 dCi Authentique,2004.0,381.700 km,Düz,Dizel,Sedan,Beyaz,1461 cc,65 hp,Önden Çekiş,İkinci El,"4,7 lt",50 lt,6 boyalı,,Sahibinden
1.200.000 TL,09 Aralık 2025,Seat,Leon,1.0 EcoTSI Ecomotive Style,2017.0,94.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,115 hp,Önden Çekiş,İkinci El,"4,4 lt",50 lt,1 boyalı,,Sahibinden
710.000 TL,05 Aralık 2025,Hyundai,i20,1.2 D-CVVT Jump,2012.0,67.800 km,Düz,Benzin,Hatchback/5,Beyaz,1248 cc,85 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden
280.000 TL,10 Aralık 2025,Skoda,Felicia,1.3 GLXi,2000.0,318.000 km,Düz,LPG & Benzin,Station wagon,Gri,1289 cc,68 hp,Önden Çekiş,İkinci El,"6,7 lt",42 lt,"1 değişen, 12 boyalı",Takasa Uygun,Sahibinden
750.000 TL,10 Aralık 2025,Dacia,Logan,1.5 dCi MCV Ambiance,2014.0,120.000 km,Düz,Dizel,Station wagon,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Tamamı orjinal,,Sahibinden
700.000 TL,09 Aralık 2025,Renault,Megane,1.6 Icon,2012.0,185.500 km,Düz,LPG & Benzin,Hatchback/5,Lacivert,,,,İkinci El,,,Belirtilmemiş,,Sahibinden
895.000 TL,10 Aralık 2025,Ford,Taunus,1.6 GXL,1971.0,22.570 km,Düz,Benzin,Sedan,Kahverengi,1593 cc,73 hp,Arkadan İtiş,İkinci El,,54 lt,Belirtilmemiş,,Sahibinden
770.000 TL,09 Aralık 2025,Citroen,C-Elysee,1.6 HDi Confort,2017.0,150.840 km,Düz,Dizel,Sedan,Gri,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",48 lt,1 değişen,,Sahibinden
880.000 TL,06 Aralık 2025,Ford,Focus,1.5 TDCi Style,2017.0,250.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1499 cc,120 hp,Önden Çekiş,İkinci El,"4,2 lt",55 lt,5 boyalı,Takasa Uygun,Galeriden
1.175.000 TL,06 Aralık 2025,Skoda,Octavia,1.6 TDI Optimal,2018.0,161.500 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden
1.350.000 TL,10 Aralık 2025,Renault,Megane,1.5 dCi Icon,2017.0,85.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,8 lt",49 lt,4 boyalı,Takasa Uygun Değil,Sahibinden
540.000 TL,09 Aralık 2025,Hyundai,i30,1.6 CRDi Team,2011.0,195.000 km,Düz,Dizel,Hatchback/5,Siyah,1582 cc,115 hp,Önden Çekiş,İkinci El,"4,7 lt",53 lt,Belirtilmemiş,,Sahibinden
625.000 TL,03 Aralık 2025,Ford,Focus,1.6 TDCi Collection,2010.0,215.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,90 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,1 boyalı,Takasa Uygun,Galeriden
